obs_names,predicted_labels,majority_voting
Foster_2024.SMM8_pos:8262,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM4_pos:4510,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mm11:1078,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM5_pos:6177,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM6_neg:5512,Trm cytotoxic T cells,Trm cytotoxic T cells
Zheng_2021.P20181219-T:1435,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD2_neg:936,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM8_pos:19,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Oetjen_2018.K:5339,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM8_pos:3856,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Zheng_2021.P20190322-T:189,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MM6_pos:10377,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM14_pos:187,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM4_pos:5261,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM7_pos:11520,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.P:46,Monocytes,Tcm/Naive helper T cells
Foster_2024.MGUS1_pos:3105,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM12_pos:946,Regulatory T cells,Regulatory T cells
Oetjen_2018.T:3182,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.T:2275,Tem/Effector helper T cells,Tem/Effector helper T cells
Oetjen_2018.S_T2:2832,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190122-T:4450,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zavidij_2020.SMMl-2:482,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM6_pos:3810,Tcm/Naive helper T cells,Tem/Effector helper T cells
Zavidij_2020.NBM-10:965,Treg(diff),Tcm/Naive cytotoxic T cells
Foster_2024.SMM12_pos:3850,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM9_neg:337,CRTAM+ gamma-delta T cells,CRTAM+ gamma-delta T cells
Liu_2021.77570_Primary:2078,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.HD2_pos:5569,MAIT cells,MAIT cells
Foster_2024.SMM8_pos:1987,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD2_pos:8074,MAIT cells,MAIT cells
Foster_2024.SMM13_pos:1699,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.K:2027,Regulatory T cells,Regulatory T cells
Zheng_2021.P20190122-T:2716,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mgus11:642,CRTAM+ gamma-delta T cells,CRTAM+ gamma-delta T cells
Zheng_2021.P20190322-P:2987,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM11_pos:937,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.60359_Primary:3219,CD16+ NK cells,CD16+ NK cells
Foster_2024.SMM5_pos:4677,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM13_pos:7689,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zavidij_2020.MM-5:838,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Zavidij_2020.NBM-11:304,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:3374,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM5_pos:1610,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190122-P:1942,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.J:188,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:4145,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM12_pos:7581,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190322-T:83,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MM4_pos:6651,CRTAM+ gamma-delta T cells,CRTAM+ gamma-delta T cells
Bailur_2019.mgus7:703,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MGUS1_pos:4824,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mgus6:64,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zavidij_2020.MM-1:473,NK cells,Tem/Temra cytotoxic T cells
Bailur_2019.mgus8:836,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM4_pos:2610,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.A:2356,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM13_pos:5494,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.H:425,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.N:549,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM12_pos:3312,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.A:1117,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MM6_pos:103,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MGUS1_pos:5429,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM3:3390,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mgus7:391,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Liu_2021.60359_Primary:3385,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MM4_pos:3013,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MM4_pos:299,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.MM6_pos:8966,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM1_neg:8880,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM13_pos:5684,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MM7_pos:10852,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zavidij_2020.SMMh-7:280,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Granja_2019.BMMC_D1T2:5121,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MM4_pos:4284,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM12_pos:8670,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM4_pos:3367,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_pos:3185,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM6_pos:5935,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:8097,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM6_pos:9546,MAIT cells,MAIT cells
Foster_2024.SMM5_pos:279,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.L:2284,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.58408_SMM:1244,NK cells,NK cells
Zavidij_2020.SMMh-3:58,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM1_pos:341,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.K:2900,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Granja_2019.BMMC_D1T1:5061,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zavidij_2020.SMMl-2:626,NK cells,NK cells
Foster_2024.MM4_pos:815,Tem/Effector helper T cells,Tem/Effector helper T cells
Bailur_2019.mgus5:257,CD16+ NK cells,CD16+ NK cells
Foster_2024.SMM9_pos:7788,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Granja_2019.BMMC_D1T1:3677,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM2:679,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_pos:1222,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM8_pos:7725,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Zheng_2021.P20190122-T:1923,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM11_pos:4898,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.K:1115,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM6:120,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MGUS1_pos:2172,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zheng_2021.P20190322-P:173,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM1_pos:5727,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MM7_pos:5028,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:8969,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.E:1584,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM12_pos:606,Tem/Effector helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190122-P:934,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Zavidij_2020.MM-4:734,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MGUS1_pos:3981,NK cells,NK cells
Foster_2024.MM6_pos:1047,CD16+ NK cells,CD16+ NK cells
Oetjen_2018.U:3446,Tem/Effector helper T cells,Tem/Effector helper T cells
Bailur_2019.mgus13:1559,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MGUS1_pos:4954,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Oetjen_2018.C_T1_S1:1021,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:5164,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM11_pos:5765,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM1_pos:4273,Tem/Trm cytotoxic T cells,NK cells
Bailur_2019.hd5:423,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.77570_Primary:4576,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:6738,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Zheng_2021.P20190322-P:128,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.B:533,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190122-T:876,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM8_neg:704,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD3_pos:8207,Tem/Effector helper T cells,Tem/Effector helper T cells
Liu_2021.47491_SMM:1445,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190122-P:242,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MM4_pos:1240,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Granja_2019.BMMC_D1T2:3769,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM12_pos:5516,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.MM7_pos:11258,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.hd8:449,NK cells,Tcm/Naive helper T cells
Oetjen_2018.K:5003,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM1_pos:5692,CRTAM+ gamma-delta T cells,CRTAM+ gamma-delta T cells
Foster_2024.SMM2_neg:3508,MAIT cells,MAIT cells
Oetjen_2018.R:731,Tcm/Naive helper T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM6_pos:4424,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM13_pos:3831,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM11_pos:8482,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mgus9:976,DC,Tcm/Naive helper T cells
Foster_2024.SMM11_pos:8991,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD2_pos:1399,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.U:3224,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Bailur_2019.mgus14:1970,Tem/Trm cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM9_pos:3350,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.HD2_pos:5278,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM9_pos:7403,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Oetjen_2018.H:3286,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM4_pos:1661,Tem/Effector helper T cells,Tem/Effector helper T cells
Liu_2021.83942_Primary:2054,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM11_pos:6445,Regulatory T cells,Regulatory T cells
Foster_2024.SMM1_pos:8587,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20181219-T:2303,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Zavidij_2020.MM-1:1884,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.59114_Primary:1938,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190122-T:2532,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM13_neg:2893,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zheng_2021.P20190122-T:5179,NK cells,Tem/Trm cytotoxic T cells
Foster_2024.MM6_pos:2340,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM12_pos:3192,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.J:2460,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.hd8:11,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM6_pos:4053,Regulatory T cells,Regulatory T cells
Zavidij_2020.SMMh-7:232,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.K:1509,Tem/Temra cytotoxic T cells,CD16+ NK cells
Bailur_2019.mgus7:692,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Oetjen_2018.L:982,Tem/Effector helper T cells,Tem/Effector helper T cells
Oetjen_2018.O:1465,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM14_pos:505,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD1_pos:3194,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM3:2796,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM5_pos:7612,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM4_pos:5266,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM11_pos:8412,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MGUS1_neg:5050,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.S_T2:1786,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM8_pos:1660,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.O:1735,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:1783,Tem/Trm cytotoxic T cells,Tem/Temra cytotoxic T cells
Zheng_2021.P20190322-P:4055,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Granja_2019.BMMC_D1T1:4009,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM1_pos:722,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM12_pos:5127,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM8_pos:5004,Tem/Effector helper T cells,Tem/Effector helper T cells
Zheng_2021.P20190122-P:2515,Tem/Effector helper T cells,Tem/Effector helper T cells
Oetjen_2018.N:2446,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.F:3070,NKT cells,NKT cells
Foster_2024.SMM1_pos:334,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM1_pos:7132,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zheng_2021.P20190322-P:2380,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM9_pos:3857,Tem/Temra cytotoxic T cells,Tem/Effector helper T cells
Foster_2024.SMM5_pos:5371,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.S_T1:953,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM11_neg:3984,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.HD2_pos:2411,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Bailur_2019.mm7:293,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.hd8:837,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Kfoury_2021.BMM8:1203,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM11_pos:8070,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM13_pos:5226,Regulatory T cells,Regulatory T cells
Foster_2024.SMM12_pos:2527,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zavidij_2020.MM-7:131,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Zheng_2021.P20190322-P:853,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.60359_Primary:1435,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM2_pos:4999,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zavidij_2020.NBM-10:159,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mgus13:654,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM1_pos:8861,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Oetjen_2018.C_T1_S2:872,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Bailur_2019.mm1:1082,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.C_T1_S2:754,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM2:2267,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mm1:752,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM9_neg:1407,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM8_neg:3140,CRTAM+ gamma-delta T cells,CRTAM+ gamma-delta T cells
Liu_2021.60359_Primary:5149,Monocytes,Monocytes
Liu_2021.60359_Primary:5136,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM1_neg:8278,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM11_pos:8083,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.MM7_pos:8876,Tcm/Naive helper T cells,Tcm/Naive cytotoxic T cells
Zheng_2021.P20190122-T:3466,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM7_neg:4638,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mgus13:2209,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.F:2781,Tem/Effector helper T cells,MAIT cells
Liu_2021.60359_Primary:982,NK cells,MAIT cells
Bailur_2019.mm4:970,CD16+ NK cells,CD16+ NK cells
Foster_2024.SMM11_pos:5466,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM5_pos:2002,NKT cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM1_pos:8916,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zheng_2021.P20190322-T:922,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM5_pos:9587,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM14_pos:1031,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM12_pos:4846,Regulatory T cells,Regulatory T cells
Kfoury_2021.BMM5:952,Tem/Effector helper T cells,Tem/Effector helper T cells
Zavidij_2020.SMMl-2:308,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.S_T2:4244,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Granja_2019.BMMC_D1T1:1138,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.O:4519,Regulatory T cells,Regulatory T cells
Oetjen_2018.J:1298,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM2_pos:3801,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM12_pos:3545,Type 1 helper T cells,Type 1 helper T cells
Oetjen_2018.H:2362,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM5_pos:5922,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM2:483,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Oetjen_2018.S_T2:2535,NKT cells,NKT cells
Foster_2024.SMM2_pos:6322,Tem/Temra cytotoxic T cells,Tem/Effector helper T cells
Foster_2024.SMM7_pos:529,CD16- NK cells,CD16- NK cells
Liu_2021.58408_Primary:3889,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.F:2648,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM4_neg:2760,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM5_pos:4415,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.F:1742,NK cells,Tem/Temra cytotoxic T cells
Zheng_2021.P20190322-P:2,Tem/Effector helper T cells,Tcm/Naive helper T cells
Oetjen_2018.T:1351,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.N:2740,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM8_neg:4619,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM9:2114,Tcm/Naive helper T cells,Follicular helper T cells
Oetjen_2018.K:758,Regulatory T cells,Regulatory T cells
Zavidij_2020.NBM-11:613,Tcm/Naive cytotoxic T cells,Tcm/Naive helper T cells
Foster_2024.MM7_pos:10919,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MGUS1_pos:2084,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM10_pos:966,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.hd6:439,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM4_pos:4764,Tem/Temra cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.S_T2:214,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM11_pos:3437,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.W:2641,CD16+ NK cells,CD16+ NK cells
Foster_2024.SMM14_pos:123,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Liu_2021.47491_Primary:1088,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:7128,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.HD2_pos:3424,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM4_pos:2689,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Oetjen_2018.R:150,MAIT cells,MAIT cells
Foster_2024.MM4_pos:6180,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Zheng_2021.P20190322-P:355,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.MM7_pos:5156,CD16- NK cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM11_pos:7694,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mgus4:213,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.U:2618,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM12_pos:708,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM8_pos:9065,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zavidij_2020.NBM-5:720,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD3_neg:2747,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Kfoury_2021.BMM6:3251,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM8_pos:4885,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Zavidij_2020.NBM-10:1151,Memory B cells,Memory B cells
Zheng_2021.P20190322-P:1771,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.C_T1_S1:1056,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Granja_2019.BMMC_D1T1:72,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM9:2122,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM12_pos:1215,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM13_pos:2416,Tem/Trm cytotoxic T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_pos:4480,Tcm/Naive cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MM4_pos:97,Tem/Trm cytotoxic T cells,Tem/Temra cytotoxic T cells
Bailur_2019.hd3:707,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.MM6_pos:3597,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM5_neg:705,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM1_pos:10605,Tem/Effector helper T cells,Tem/Effector helper T cells
Zheng_2021.P20190322-P:4080,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MM7_pos:4132,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM4_pos:3723,Tcm/Naive helper T cells,Tem/Temra cytotoxic T cells
