"pt","raw_clonotype_id","CD8A","nonvir10_UCell","exp"
"PT16","clonotype753",0,0.163333333333333,FALSE
"PT16","clonotype3",1.44795506444636,0.2602,FALSE
"PT16","clonotype351",1.82065821627871,0.553566666666667,FALSE
"PT16","clonotype15",1.93087422363541,0.510666666666667,FALSE
"PT16","clonotype5",0,0.5638,FALSE
"PT16","clonotype120",0,0.316466666666667,FALSE
"PT16","clonotype2",1.00007936490092,0.2672,FALSE
"PT16","clonotype268",0,0.351666666666667,FALSE
"PT16","clonotype68",0,0.249033333333333,FALSE
"PT16","clonotype647",0,0.1896,FALSE
"PT16","clonotype202",0,0.0904666666666667,FALSE
"PT16","clonotype2",2.5732985162375,0.2222,FALSE
"PT16","clonotype2",1.90586666301387,0.416066666666667,FALSE
"PT16","clonotype8",1.7511760169371,0.1507,FALSE
"PT16","clonotype8",2.36989170947362,0.2716,FALSE
"PT16","clonotype620",0,0.388933333333333,FALSE
"PT16","clonotype4",0,0.417533333333333,FALSE
"PT16","clonotype61",1.02225774142079,0.274333333333333,FALSE
"PT16","clonotype86",1.74513111425539,0.344333333333333,FALSE
"PT16","clonotype91",1.25640430793318,0.176066666666667,FALSE
"PT16","clonotype204",0,0.208033333333333,FALSE
"PT16","clonotype43",1.26654229405685,0.652766666666667,FALSE
"PT16","clonotype21",2.25051296113156,0.190033333333333,FALSE
"PT16","clonotype790",0,0.572166666666667,FALSE
"PT16","clonotype73",1.40519642586079,0.584866666666667,FALSE
"PT16","clonotype596",0,0.133466666666667,FALSE
"PT16","clonotype402",1.35034589900513,0.175,FALSE
"PT16","clonotype1",1.22207444370106,0.5683,FALSE
"PT16","clonotype695",0,0.297166666666667,FALSE
"PT16","clonotype7",2.08561685841057,0.587466666666667,FALSE
"PT16","clonotype31",0,0.625266666666667,FALSE
"PT16","clonotype64",1.30063560918491,0.183866666666667,FALSE
"PT16","clonotype739",2.74843071544868,0.2544,FALSE
"PT16","clonotype57",1.8450481060481,0.542266666666667,FALSE
"PT16","clonotype359",0,0.175366666666667,FALSE
"PT16","clonotype1",1.96356023366676,0.435766666666667,FALSE
"PT16","clonotype330",0,0.205,FALSE
"PT16","clonotype58",0,0.344566666666667,FALSE
"PT16","clonotype79",0,0.578733333333333,FALSE
"PT16","clonotype177",0,0.258666666666667,FALSE
"PT16","clonotype65",0,0.2324,FALSE
"PT16","clonotype6",1.34431081472422,0.611366666666667,FALSE
"PT16","clonotype20",0.617434145455373,0.5739,FALSE
"PT16","clonotype101",0,0.6346,FALSE
"PT16","clonotype270",0,0.112666666666667,FALSE
